country,iso3,year,value
Sub-Saharan Africa (IDA & IBRD countries),TSS,2023,4766.17892700629
Upper middle income,,2023,23012.7144416039
World,WLD,2023,22850.3582274532
Afghanistan,AFG,2023,2211.28063454007
Albania,ALB,2023,21263.1956590519
Algeria,DZA,2023,16824.4879032987
American Samoa,ASM,2023,
Andorra,AND,2023,71730.6686821645
Angola,AGO,2023,8040.70244971812
Antigua and Barbuda,ATG,2023,32149.1403648823
Argentina,ARG,2023,30082.3045247323
Armenia,ARM,2023,21342.5145334886
Aruba,ABW,2023,44967.3445127078
Australia,AUS,2023,70497.1524466689
Austria,AUT,2023,70478.7873635411
Azerbaijan,AZE,2023,23597.8378621757
"Bahamas, The",BHS,2023,36742.0620432456
Bahrain,BHR,2023,63497.6169362333
Bangladesh,BGD,2023,9147.77750665547
Barbados,BRB,2023,21336.1575553015
Belarus,BLR,2023,30763.0198215957
Belgium,BEL,2023,69072.8333852392
Belize,BLZ,2023,13823.4379513758
Benin,BEN,2023,4129.97941493295
Bermuda,BMU,2023,108810.998438551
Bhutan,BTN,2023,
Bolivia,BOL,2023,10925.2730516706
Bosnia and Herzegovina,BIH,2023,22449.150301736
Botswana,BWA,2023,20916.4015457301
Brazil,BRA,2023,21107.2821033791
British Virgin Islands,VGB,2023,
Brunei Darussalam,BRN,2023,85267.5530498505
Bulgaria,BGR,2023,37507.7733965202
Burkina Faso,BFA,2023,2754.71346543425
Burundi,BDI,2023,919.906646235639
Cabo Verde,CPV,2023,10308.6791674628
Cambodia,KHM,2023,7425.51179063119
Cameroon,CMR,2023,5405.57465742866
Canada,CAN,2023,63524.7038742635
Cayman Islands,CYM,2023,86689.2088816425
Central African Republic,CAF,2023,1259.82439976102
Chad,TCD,2023,1863.94062120816
Channel Islands,CHI,2023,
Chile,CHL,2023,32802.8722248605
China,CHN,2023,24569.2865118726
Colombia,COL,2023,20784.4996427902
Comoros,COM,2023,3883.12647595233
"Congo, Dem. Rep.",COD,2023,1615.75070528392
"Congo, Rep.",COG,2023,6850.27770621093
Costa Rica,CRI,2023,28075.1421722141
Cote d'Ivoire,CIV,2023,7197.690104362
Croatia,HRV,2023,45602.960114716
Cuba,CUB,2023,
Curacao,CUW,2023,32059.7222328263
Cyprus,CYP,2023,57213.8203125
Czechia,CZE,2023,53217.4217427742
Denmark,DNK,2023,73737.4475447105
Djibouti,DJI,2023,7103.6910898466
Dominica,DMA,2023,19333.7646058722
Dominican Republic,DOM,2023,25624.0097724218
Ecuador,ECU,2023,16062.0163648341
"Egypt, Arab Rep.",EGY,2023,18524.5572197031
El Salvador,SLV,2023,12657.0340625254
Equatorial Guinea,GNQ,2023,17411.5002343839
Eritrea,ERI,2023,
Estonia,EST,2023,46790.2700170266
Eswatini,SWZ,2023,11245.1491471111
Ethiopia,ETH,2023,3058.12804387633
Faroe Islands,FRO,2023,78103.483399586
Fiji,FJI,2023,15152.1376449166
Finland,FIN,2023,61734.459805757
France,FRA,2023,58317.828030698
French Polynesia,PYF,2023,
Gabon,GAB,2023,20757.0723768678
"Gambia, The",GMB,2023,3254.37457704257
Georgia,GEO,2023,25071.9677147202
Germany,DEU,2023,69205.8830713936
Ghana,GHA,2023,7543.02674728777
Gibraltar,GIB,2023,
Greece,GRC,2023,41181.9912164326
Greenland,GRL,2023,
Grenada,GRD,2023,18807.9447446443
Guam,GUM,2023,
Guatemala,GTM,2023,13750.28790648
Guinea,GIN,2023,4383.15219659423
Guinea-Bissau,GNB,2023,2862.07122513845
Guyana,GUY,2023,54732.1440663013
Haiti,HTI,2023,3281.21232071513
Honduras,HND,2023,7178.80729487996
"Hong Kong SAR, China",HKG,2023,71548.9642046156
Hungary,HUN,2023,45021.3009970981
Iceland,ISL,2023,76356.8105649868
India,IND,2023,10166.2434105835
Indonesia,IDN,2023,15415.6057934697
"Iran, Islamic Rep.",IRN,2023,17659.8739291119
Iraq,IRQ,2023,14107.2979268389
Ireland,IRL,2023,124900.938635241
Isle of Man,IMN,2023,
Israel,ISR,2023,54057.0484059067
Italy,ITA,2023,57801.3662624471
Jamaica,JAM,2023,11421.7535570054
Japan,JPN,2023,49793.9358226161
Jordan,JOR,2023,10391.0136135688
Kazakhstan,KAZ,2023,38515.1836009977
Kenya,KEN,2023,6307.23249419297
Kiribati,KIR,2023,3546.91818832629
"Korea, Dem. People's Rep.",PRK,2023,
"Korea, Rep.",KOR,2023,52203.9685660494
Kosovo,XKX,2023,15141.2457331927
Kuwait,KWT,2023,51561.3638127917
Kyrgyz Republic,KGZ,2023,7106.49114289303
Lao PDR,LAO,2023,9291.78859001131
Latvia,LVA,2023,41491.5106686408
Lebanon,LBN,2023,
Lesotho,LSO,2023,2880.96631005117
Liberia,LBR,2023,1794.53340863361
Libya,LBY,2023,13848.7950025505
Liechtenstein,LIE,2023,
Lithuania,LTU,2023,50914.8638146666
Luxembourg,LUX,2023,139466.401466696
"Macao SAR, China",MAC,2023,116491.070017441
Madagascar,MDG,2023,1823.81732941305
Malawi,MWI,2023,1829.50768925379
Malaysia,MYS,2023,36416.5401853099
Maldives,MDV,2023,24735.0754169658
Mali,MLI,2023,2657.71298407985
Malta,MLT,2023,63419.8236994542
Marshall Islands,MHL,2023,7532.17477307826
Mauritania,MRT,2023,6946.19393340541
Mauritius,MUS,2023,29511.2274099553
Mexico,MEX,2023,24789.6755981683
"Micronesia, Fed. Sts.",FSM,2023,4313.62760101578
Moldova,MDA,2023,17596.8834167667
Monaco,MCO,2023,
Mongolia,MNG,2023,18004.8512058355
Montenegro,MNE,2023,30966.673744191
Morocco,MAR,2023,9842.888671875
Mozambique,MOZ,2023,1677.68102292349
Myanmar,MMR,2023,5953.35735165887
Namibia,NAM,2023,11215.5468409261
Nauru,NRU,2023,13831.8119737926
Nepal,NPL,2023,5393.62090216188
Netherlands,NLD,2023,78305.2888358968
New Caledonia,NCL,2023,
New Zealand,NZL,2023,53440.1310147173
Nicaragua,NIC,2023,8309.3399128364
Niger,NER,2023,1890.50518592089
Nigeria,NGA,2023,6207.42137845063
North Macedonia,MKD,2023,24390.4873543927
Northern Mariana Islands,MNP,2023,
Norway,NOR,2023,100928.354559088
Oman,OMN,2023,42519.7049918962
Pakistan,PAK,2023,6036.65076923802
Palau,PLW,2023,17531.6984188274
Panama,PAN,2023,39803.3189532895
Papua New Guinea,PNG,2023,4632.97979376141
Paraguay,PRY,2023,17516.798469519
Peru,PER,2023,16974.2420029886
Philippines,PHL,2023,10988.6300412045
Poland,POL,2023,46570.4702655552
Portugal,PRT,2023,47331.0982975007
Puerto Rico,PRI,2023,47717.5129705699
Qatar,QAT,2023,128918.549288257
Romania,ROU,2023,45777.0387317408
Russian Federation,RUS,2023,44120.14453125
Rwanda,RWA,2023,3396.15532541582
Samoa,WSM,2023,6996.84192109141
San Marino,SMR,2023,
Sao Tome and Principe,STP,2023,6149.98146081928
Saudi Arabia,SAU,2023,61102.915372338
Senegal,SEN,2023,4791.44862031409
Serbia,SRB,2023,28748.4759609015
Seychelles,SYC,2023,32705.944308693
Sierra Leone,SLE,2023,3367.51026016213
Singapore,SGP,2023,141553.47299754
Sint Maarten (Dutch part),SXM,2023,49826.1146271296
Slovak Republic,SVK,2023,43625.3641875229
Slovenia,SVN,2023,53952.2047300024
Solomon Islands,SLB,2023,2812.37576422898
Somalia,SOM,2023,1556.52309067949
South Africa,ZAF,2023,15194.1991761106
South Sudan,SSD,2023,
Spain,ESP,2023,53229.9220217947
Sri Lanka,LKA,2023,14460.7414188157
St. Kitts and Nevis,KNA,2023,33749.700420686
St. Lucia,LCA,2023,25974.1960274448
St. Martin (French part),MAF,2023,
St. Vincent and the Grenadines,VCT,2023,20349.2285703519
Sudan,SDN,2023,2740.42114257813
Suriname,SUR,2023,21135.5456365133
Sweden,SWE,2023,67198.0200377525
Switzerland,CHE,2023,89546.278488259
Syrian Arab Republic,SYR,2023,
Tajikistan,TJK,2023,4963.58295264501
Tanzania,TZA,2023,4018.5166015625
Thailand,THA,2023,23465.0631354173
Timor-Leste,TLS,2023,4803.96924825568
Togo,TGO,2023,3071.51216831952
Tonga,TON,2023,
Trinidad and Tobago,TTO,2023,35188.5349159275
Tunisia,TUN,2023,13931.8593241649
Turkiye,TUR,2023,42326.1644386964
Turkmenistan,TKM,2023,19828.9248461199
Turks and Caicos Islands,TCA,2023,24755.806302014
Tuvalu,TUV,2023,6150.99970413823
Uganda,UGA,2023,3097.63702430616
Ukraine,UKR,2023,17630.125
United Arab Emirates,ARE,2023,76110.3848456483
United Kingdom,GBR,2023,58225.131161573
United States,USA,2023,82769.4122114214
Uruguay,URY,2023,34426.6024727939
Uzbekistan,UZB,2023,11106.9715934786
Vanuatu,VUT,2023,3460.93371361519
"Venezuela, RB",VEN,2023,
Viet Nam,VNM,2023,14973.8839607259
Virgin Islands (U.S.),VIR,2023,
West Bank and Gaza,PSE,2023,5896.71082944838
"Yemen, Rep.",YEM,2023,
Zambia,ZMB,2023,4076.99508686639
Zimbabwe,ZWE,2023,3820.36262949732
