country,iso3,year,value
Benin,BEN,2024,
Bermuda,BMU,2024,
Bhutan,BTN,2024,2.76131569624098
Bolivia,BOL,2024,5.09976568317427
Bosnia and Herzegovina,BIH,2024,1.69212733599724
Botswana,BWA,2024,2.81835131676251
Brazil,BRA,2024,4.36746407652337
British Virgin Islands,VGB,2024,
Brunei Darussalam,BRN,2024,-0.388674165036461
Bulgaria,BGR,2024,2.44651943006079
Burkina Faso,BFA,2024,4.19113446375394
Burundi,BDI,2024,20.2124925027847
Cabo Verde,CPV,2024,
Cambodia,KHM,2024,
Cameroon,CMR,2024,
Canada,CAN,2024,2.38158383281173
Cayman Islands,CYM,2024,
Central African Republic,CAF,2024,
Chad,TCD,2024,8.89950732263761
Channel Islands,CHI,2024,
Chile,CHL,2024,4.29763891572524
China,CHN,2024,0.218128938439177
Colombia,COL,2024,6.60908593728228
Comoros,COM,2024,
"Congo, Dem. Rep.",COD,2024,
"Congo, Rep.",COG,2024,
Costa Rica,CRI,2024,-0.41345934225229
Cote d'Ivoire,CIV,2024,3.46637314660165
Croatia,HRV,2024,
Cuba,CUB,2024,
Curacao,CUW,2024,
Cyprus,CYP,2024,1.80023018624815
Czechia,CZE,2024,2.43531202435314
Denmark,DNK,2024,1.37220049768918
Djibouti,DJI,2024,
Dominica,DMA,2024,
Dominican Republic,DOM,2024,3.30223338951227
Ecuador,ECU,2024,1.54732515615369
"Egypt, Arab Rep.",EGY,2024,
El Salvador,SLV,2024,0.853782292567288
Equatorial Guinea,GNQ,2024,
Eritrea,ERI,2024,
Estonia,EST,2024,3.52056053296586
Eswatini,SWZ,2024,
Ethiopia,ETH,2024,
Faroe Islands,FRO,2024,
Fiji,FJI,2024,
Finland,FIN,2024,1.56568906231616
France,FRA,2024,1.99904942291463
French Polynesia,PYF,2024,
Gabon,GAB,2024,1.17311998381218
"Gambia, The",GMB,2024,
Georgia,GEO,2024,1.10971758022096
Germany,DEU,2024,2.2564981433876
Ghana,GHA,2024,22.8483281157842
Gibraltar,GIB,2024,
Greece,GRC,2024,2.74149045788606
Greenland,GRL,2024,
Grenada,GRD,2024,
Guam,GUM,2024,
Guatemala,GTM,2024,2.86919482222022
Guinea,GIN,2024,8.12313914948596
Guinea-Bissau,GNB,2024,
Guyana,GUY,2024,2.90395226446373
Haiti,HTI,2024,
Honduras,HND,2024,4.60621098127107
"Hong Kong SAR, China",HKG,2024,1.72972119105914
Hungary,HUN,2024,3.70370370370369
Iceland,ISL,2024,5.85683849970066
India,IND,2024,4.95303550973656
Indonesia,IDN,2024,
"Iran, Islamic Rep.",IRN,2024,
Iraq,IRQ,2024,
Ireland,IRL,2024,2.11344999577317
Isle of Man,IMN,2024,
Israel,ISR,2024,3.07052614744924
Italy,ITA,2024,0.982373023061417
Jamaica,JAM,2024,5.41194447981659
Japan,JPN,2024,2.73853681635241
Jordan,JOR,2024,
Kazakhstan,KAZ,2024,4.85655589318192
Kenya,KEN,2024,4.48978854243448
Kiribati,KIR,2024,
"Korea, Dem. People's Rep.",PRK,2024,
"Korea, Rep.",KOR,2024,2.32174328643542
Kosovo,XKX,2024,1.61944994559476
Kuwait,KWT,2024,2.89855072463762
Kyrgyz Republic,KGZ,2024,
Lao PDR,LAO,2024,23.1305695942588
Latvia,LVA,2024,1.26579885828729
Lebanon,LBN,2024,
Lesotho,LSO,2024,6.10544624245032
Liberia,LBR,2024,
Libya,LBY,2024,2.12615766885025
Liechtenstein,LIE,2024,
Lithuania,LTU,2024,0.715735835228723
Luxembourg,LUX,2024,2.05113269954859
"Macao SAR, China",MAC,2024,
Madagascar,MDG,2024,
Malawi,MWI,2024,32.1796504225025
Malaysia,MYS,2024,1.834100204499
Maldives,MDV,2024,1.39979779674928
Mali,MLI,2024,3.20639864099652
Malta,MLT,2024,
Marshall Islands,MHL,2024,
Mauritania,MRT,2024,
Mauritius,MUS,2024,4.10263226568006
Mexico,MEX,2024,4.72225588452932
"Micronesia, Fed. Sts.",FSM,2024,
Moldova,MDA,2024,4.67773516007048
Monaco,MCO,2024,
Mongolia,MNG,2024,6.80284899332961
Montenegro,MNE,2024,3.33675009282281
Morocco,MAR,2024,0.985256592004507
Mozambique,MOZ,2024,
Myanmar,MMR,2024,
Namibia,NAM,2024,4.23903922877036
Nauru,NRU,2024,
Nepal,NPL,2024,
Netherlands,NLD,2024,3.34754304219953
New Caledonia,NCL,2024,
New Zealand,NZL,2024,2.92279782301957
Nicaragua,NIC,2024,4.62473841057141
Niger,NER,2024,9.07151997725013
Nigeria,NGA,2024,
North Macedonia,MKD,2024,3.48974086026947
Northern Mariana Islands,MNP,2024,
Norway,NOR,2024,3.14530134431073
Oman,OMN,2024,
Pakistan,PAK,2024,12.6325318530452
Palau,PLW,2024,2.23172772921704
Panama,PAN,2024,0.685197879812108
Papua New Guinea,PNG,2024,0.602403921107917
Paraguay,PRY,2024,3.83540271728533
Peru,PER,2024,2.00770739412712
Philippines,PHL,2024,3.21260487006347
Poland,POL,2024,3.7842600751287
Portugal,PRT,2024,2.41613187791884
Puerto Rico,PRI,2024,
Qatar,QAT,2024,1.26734310292375
Romania,ROU,2024,-4.5191101423114
Russian Federation,RUS,2024,
Rwanda,RWA,2024,1.77029240198635
Samoa,WSM,2024,2.17245530514377
San Marino,SMR,2024,1.24216507945569
Sao Tome and Principe,STP,2024,
Saudi Arabia,SAU,2024,1.68792112375817
Senegal,SEN,2024,
Serbia,SRB,2024,4.6705297488997
Seychelles,SYC,2024,0.311726050919668
Sierra Leone,SLE,2024,28.6337500014115
Singapore,SGP,2024,2.36645846996694
Sint Maarten (Dutch part),SXM,2024,
Slovak Republic,SVK,2024,2.75760909424272
Slovenia,SVN,2024,1.96562656432512
Solomon Islands,SLB,2024,
Somalia,SOM,2024,
South Africa,ZAF,2024,4.36115246518962
South Sudan,SSD,2024,
Spain,ESP,2024,2.77417826534772
Sri Lanka,LKA,2024,-0.42936004906973
St. Kitts and Nevis,KNA,2024,
St. Lucia,LCA,2024,
St. Martin (French part),MAF,2024,
St. Vincent and the Grenadines,VCT,2024,3.62770736940927
Sudan,SDN,2024,
Suriname,SUR,2024,16.2296159130279
Sweden,SWE,2024,2.83581658224034
Switzerland,CHE,2024,1.06234041976595
Syrian Arab Republic,SYR,2024,
Tajikistan,TJK,2024,
Tanzania,TZA,2024,3.05694676312373
Thailand,THA,2024,
Timor-Leste,TLS,2024,2.06284153005468
Togo,TGO,2024,
Tonga,TON,2024,3.18364611260058
Trinidad and Tobago,TTO,2024,0.526884625776839
Tunisia,TUN,2024,7.20661657168794
Turkiye,TUR,2024,58.5064507300343
Turkmenistan,TKM,2024,
Turks and Caicos Islands,TCA,2024,
Tuvalu,TUV,2024,
Uganda,UGA,2024,3.3233806708656
Ukraine,UKR,2024,6.50198464669254
United Arab Emirates,ARE,2024,
United Kingdom,GBR,2024,3.2715729463592
United States,USA,2024,2.94952520485207
Uruguay,URY,2024,4.84914366613156
Uzbekistan,UZB,2024,9.62825465956682
Vanuatu,VUT,2024,
"Venezuela, RB",VEN,2024,
Viet Nam,VNM,2024,3.62109273885843
Virgin Islands (U.S.),VIR,2024,
West Bank and Gaza,PSE,2024,
"Yemen, Rep.",YEM,2024,
Zambia,ZMB,2024,
Zimbabwe,ZWE,2024,
